Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000122122	ENSG00000122122.10	129779949	129795201	X	SASH3
ENSG00000165259	ENSG00000165259.14	84317874	84502479	X	HDX
ENSG00000234304	ENSG00000234304.2	52891837	52897807	7	SGO1P2
ENSG00000224323	ENSG00000224323.2	186488624	186489083	2	DPRXP1
ENSG00000227241	ENSG00000227241.1	178105637	178105753	2	AC011998.1
ENSG00000235148	ENSG00000235148.2	31644576	31645160	9	HMGB3P23
ENSG00000249909	ENSG00000249909.1	178092503	178104470	2	CYCTP
ENSG00000215414	ENSG00000215414.4	13286638	13287378	Y	PSMA6P1
ENSG00000224837	ENSG00000224837.1	168055901	168056422	1	GCSHP5
ENSG00000260310	ENSG00000260310.1	10576499	10578183	16	AC027277.2
ENSG00000225347	ENSG00000225347.1	32333457	32334354	9	SLC25A5P8
ENSG00000236664	ENSG00000236664.1	177953111	178011989	2	AC011998.3
ENSG00000213853	ENSG00000213853.10	10528422	10580632	16	EMP2
ENSG00000165410	ENSG00000165410.15	34709113	34714823	14	CFL2
ENSG00000135778	ENSG00000135778.12	232950605	232983882	1	NTPCR
ENSG00000134690	ENSG00000134690.11	37692481	37709719	1	CDCA8
ENSG00000131409	ENSG00000131409.13	50516892	50568435	19	LRRC4B
ENSG00000163624	ENSG00000163624.6	84583127	84651334	4	CDS1
ENSG00000278078	ENSG00000278078.1	29380242	29380345	16	AC025279.3
ENSG00000254206	ENSG00000254206.5	29381354	29404029	16	NPIPB11
ENSG00000273026	ENSG00000273026.1	153966516	153966930	1	AL358472.3
ENSG00000231500	ENSG00000231500.7	33272075	33276511	6	RPS18
ENSG00000272654	ENSG00000272654.1	153977743	153979160	1	AL358472.2
ENSG00000143543	ENSG00000143543.15	153974269	153977674	1	JTB
ENSG00000268231	ENSG00000268231.1	50555370	50557969	19	AC008743.1
ENSG00000256013	ENSG00000256013.1	10529440	10532082	16	AC027277.1
ENSG00000104886	ENSG00000104886.11	2230084	2237704	19	PLEKHJ1
ENSG00000197019	ENSG00000197019.5	40421589	40425992	19	SERTAD1
ENSG00000258323	ENSG00000258323.1	112063909	112065755	12	AC073575.1
ENSG00000144837	ENSG00000144837.9	119597875	119629811	3	PLA1A
ENSG00000111300	ENSG00000111300.10	112026689	112108796	12	NAA25
ENSG00000277453	ENSG00000277453.1	40426115	40426702	19	AC010271.2
ENSG00000267919	ENSG00000267919.1	219645090	219645631	2	AC009955.2
ENSG00000231802	ENSG00000231802.1	219684030	219684795	2	AC009502.1
ENSG00000231940	ENSG00000231940.1	233288868	233289447	1	RPS7P3
ENSG00000184319	ENSG00000184319.16	50756948	50801309	22	RPL23AP82
ENSG00000268366	ENSG00000268366.1	40443436	40444087	19	AC010271.1
ENSG00000233324	ENSG00000233324.1	18782424	18783690	20	EEF1A1P34
ENSG00000170827	ENSG00000170827.9	133079900	133087355	9	CELP
ENSG00000167565	ENSG00000167565.13	40440844	40444335	19	SERTAD3
ENSG00000285860	ENSG00000285860.1	26226413	26254709	7	AC010677.2
ENSG00000143674	ENSG00000143674.11	233327724	233385148	1	MAP3K21
ENSG00000232383	ENSG00000232383.1	26276195	26276606	7	AC010677.1
ENSG00000170835	ENSG00000170835.14	133061978	133071861	9	CEL
ENSG00000179935	ENSG00000179935.10	18786065	18794579	20	LINC00652
ENSG00000170906	ENSG00000170906.16	54102728	54109257	19	NDUFA3
ENSG00000223903	ENSG00000223903.1	219697799	219698214	2	RPL23P4
ENSG00000227308	ENSG00000227308.2	219685381	219737937	2	LINC02832
ENSG00000223970	ENSG00000223970.1	53002420	53003429	7	AC074397.1
ENSG00000251596	ENSG00000251596.1	165404067	165406350	4	HADHAP1
ENSG00000221900	ENSG00000221900.6	53035633	53036925	7	POM121L12
ENSG00000087087	ENSG00000087087.20	100875103	100888664	7	SRRT
ENSG00000164542	ENSG00000164542.12	36324221	36390125	7	KIAA0895
ENSG00000287423	ENSG00000287423.1	233527544	233543633	1	AL360006.1
ENSG00000109472	ENSG00000109472.14	165361194	165498547	4	CPE
ENSG00000103852	ENSG00000103852.13	99136323	99251223	15	TTC23
ENSG00000227344	ENSG00000227344.2	53187388	53188938	7	HAUS6P1
ENSG00000170004	ENSG00000170004.17	7884796	7912760	17	CHD3
ENSG00000271194	ENSG00000271194.1	53316149	53316740	7	RNF138P2
ENSG00000233204	ENSG00000233204.1	165285253	165286048	2	MAPRE1P3
ENSG00000232940	ENSG00000232940.6	33249534	33255167	6	HCG25
ENSG00000261008	ENSG00000261008.7	72236281	72665014	16	LINC01572
ENSG00000135750	ENSG00000135750.15	233614106	233672514	1	KCNK1
ENSG00000237137	ENSG00000237137.1	14531916	14532042	9	AL159169.1
ENSG00000285529	ENSG00000285529.1	130525712	130537406	10	AC016816.1
ENSG00000150990	ENSG00000150990.8	124946825	124989131	12	DHX37
ENSG00000273399	ENSG00000273399.2	14586766	14587326	9	AL159169.3
ENSG00000272871	ENSG00000272871.1	14588797	14590065	9	AL159169.2
ENSG00000188313	ENSG00000188313.13	146515180	146544856	3	PLSCR1
ENSG00000091972	ENSG00000091972.18	112332347	112362812	3	CD200
ENSG00000229029	ENSG00000229029.2	14593577	14594200	9	CDCA4P1
ENSG00000273148	ENSG00000273148.1	18794529	18796067	20	LINC00653
ENSG00000153253	ENSG00000153253.18	165087522	165204067	2	SCN3A
ENSG00000165181	ENSG00000165181.16	111686173	111795008	9	SHOC1
ENSG00000223501	ENSG00000223501.9	33250272	33272047	6	VPS52
ENSG00000176769	ENSG00000176769.9	131092391	131311721	10	TCERG1L
ENSG00000104885	ENSG00000104885.18	2163933	2232578	19	DOT1L
ENSG00000168172	ENSG00000168172.9	42896946	43030535	8	HOOK3
ENSG00000286109	ENSG00000286109.1	233724454	233730746	1	AL357972.1
ENSG00000119705	ENSG00000119705.9	77708071	77761104	14	SLIRP
ENSG00000225486	ENSG00000225486.1	233836080	233836432	1	AL663058.1
ENSG00000285641	ENSG00000285641.1	153975850	153986246	1	AL358472.6
ENSG00000286666	ENSG00000286666.1	233844621	233865370	1	AL663058.2
ENSG00000287222	ENSG00000287222.1	143829518	143832861	8	AC234917.3
ENSG00000285779	ENSG00000285779.1	153959151	153975887	1	AL358472.7
ENSG00000248287	ENSG00000248287.1	165517255	165517501	4	SCGB1D5P
ENSG00000074181	ENSG00000074181.9	15159038	15200995	19	NOTCH3
ENSG00000260664	ENSG00000260664.2	72425948	72533892	16	AC004158.1
ENSG00000183780	ENSG00000183780.13	233904676	234324511	1	SLC35F3
ENSG00000230098	ENSG00000230098.1	131095218	131095777	10	TCERG1L-AS1
ENSG00000261774	ENSG00000261774.1	72278268	72278568	16	AC009075.2
ENSG00000213023	ENSG00000213023.11	50621307	50639881	19	SYT3
ENSG00000213440	ENSG00000213440.2	44046347	44047041	21	H2AFZP1
ENSG00000287921	ENSG00000287921.1	233904104	233905931	1	AL713868.1
ENSG00000231272	ENSG00000231272.1	234261706	234274465	1	AL122008.1
ENSG00000239482	ENSG00000239482.6	112302478	112332791	3	AC112487.1
ENSG00000236244	ENSG00000236244.1	234268583	234272500	1	AL122008.4
ENSG00000279765	ENSG00000279765.3	92883413	92949230	15	AC013394.1
ENSG00000233332	ENSG00000233332.1	234212606	234215088	1	AL122008.3
ENSG00000236101	ENSG00000236101.1	234026851	234027227	1	RAC1P7
ENSG00000283669	ENSG00000283669.1	112321140	112321443	3	AC112487.2
ENSG00000232166	ENSG00000232166.1	234284972	234285541	1	AL122008.2
ENSG00000168522	ENSG00000168522.13	43034194	43085788	8	FNTA
ENSG00000235605	ENSG00000235605.1	234356704	234357141	1	AL355472.1
ENSG00000236358	ENSG00000236358.1	234357006	234365828	1	AL355472.2
ENSG00000134222	ENSG00000134222.16	109279556	109283186	1	PSRC1
ENSG00000255343	ENSG00000255343.1	143833270	143834063	8	AC234917.1
ENSG00000285599	ENSG00000285599.1	143838779	143840256	8	AC234917.2
ENSG00000185189	ENSG00000185189.18	143833583	143840973	8	NRBP2
ENSG00000273367	ENSG00000273367.1	234372186	234372811	1	AL355472.3
ENSG00000168275	ENSG00000168275.15	234373456	234385068	1	COA6
ENSG00000115295	ENSG00000115295.20	29097705	29189643	2	CLIP4
ENSG00000105618	ENSG00000105618.14	54115410	54131719	19	PRPF31
ENSG00000280634	ENSG00000280634.1	125025434	125027410	12	THRIL
ENSG00000104897	ENSG00000104897.10	2236824	2248655	19	SF3A2
ENSG00000184992	ENSG00000184992.12	124993645	125031231	12	BRI3BP
ENSG00000213736	ENSG00000213736.2	24967127	24967504	12	AC026310.1
ENSG00000231663	ENSG00000231663.1	234372807	234373593	1	COA6-AS1
ENSG00000143147	ENSG00000143147.14	168079543	168137667	1	GPR161
ENSG00000100603	ENSG00000100603.13	77717599	77761207	14	SNW1
ENSG00000181625	ENSG00000181625.17	29454501	29458219	16	SLX1B
ENSG00000175893	ENSG00000175893.11	14611071	14693471	9	ZDHHC21
ENSG00000059588	ENSG00000059588.10	234391313	234479179	1	TARBP1
ENSG00000256093	ENSG00000256093.1	125056359	125056581	12	AC122688.1
ENSG00000120925	ENSG00000120925.16	42849637	42897290	8	RNF170
ENSG00000282327	ENSG00000282327.1	180201159	180201212	3	AC134503.1
ENSG00000147869	ENSG00000147869.5	14719724	14722733	9	CER1
ENSG00000173575	ENSG00000173575.21	92900189	93027996	15	CHD2
ENSG00000213158	ENSG00000213158.6	180212191	180213108	3	GAPDHP36
ENSG00000240695	ENSG00000240695.1	136736500	136737229	3	AC117382.1
ENSG00000239880	ENSG00000239880.1	180323107	180325059	3	AC068760.1
ENSG00000228909	ENSG00000228909.2	219903900	219904923	2	LINC01803
ENSG00000259921	ENSG00000259921.1	99157231	99161140	15	AC022819.1
ENSG00000241696	ENSG00000241696.2	180413008	180476778	3	LINC02053
ENSG00000261616	ENSG00000261616.1	99139317	99145370	15	AC036108.3
ENSG00000263627	ENSG00000263627.1	9615264	9619363	18	PPP4R1-AS1
ENSG00000286199	ENSG00000286199.1	219904983	219912834	2	AC008281.1
ENSG00000145623	ENSG00000145623.13	38845858	38945596	5	OSMR
ENSG00000131871	ENSG00000131871.15	101270817	101277500	15	SELENOS
ENSG00000081760	ENSG00000081760.17	125065434	125143333	12	AACS
ENSG00000233511	ENSG00000233511.1	108252214	108252400	6	Z98742.2
ENSG00000118007	ENSG00000118007.13	136336236	136752403	3	STAG1
ENSG00000224666	ENSG00000224666.3	36386831	36393462	6	Z84484.1
ENSG00000136457	ENSG00000136457.10	50464496	50468906	17	CHAD
ENSG00000112335	ENSG00000112335.15	108211222	108261246	6	SNX3
ENSG00000153060	ENSG00000153060.8	10627501	10694930	16	TEKT5
ENSG00000241946	ENSG00000241946.1	180589887	180590047	3	AC068298.1
ENSG00000179165	ENSG00000179165.11	36390551	36442854	6	PXT1
ENSG00000239774	ENSG00000239774.1	180566718	180601935	3	AC125618.1
ENSG00000183336	ENSG00000183336.8	29443056	29454964	16	BOLA2
ENSG00000231768	ENSG00000231768.2	234527887	234531803	1	LINC01354
ENSG00000143155	ENSG00000143155.13	168178962	168202109	1	TIPRL
ENSG00000235045	ENSG00000235045.2	109651370	109652099	1	RPL7P8
ENSG00000169599	ENSG00000169599.12	69395750	69437628	2	NFU1
ENSG00000267122	ENSG00000267122.1	2212029	2215565	19	AC004490.1
ENSG00000010030	ENSG00000010030.14	36354091	36387800	6	ETV7
ENSG00000213648	ENSG00000213648.10	29459889	29464976	16	SULT1A4
ENSG00000286210	ENSG00000286210.1	234535963	234539054	1	AL161640.2
ENSG00000263279	ENSG00000263279.1	10691273	10692973	16	AC007595.1
ENSG00000287633	ENSG00000287633.1	234550542	234554838	1	AL161640.3
ENSG00000167107	ENSG00000167107.12	50426158	50474845	17	ACSF2
ENSG00000230404	ENSG00000230404.1	234565298	234570088	1	AL161640.1
ENSG00000254673	ENSG00000254673.1	43018424	43077334	8	AC110275.1
ENSG00000139496	ENSG00000139496.16	25301556	25349800	13	NUP58
ENSG00000228830	ENSG00000228830.1	234607008	234609483	1	AL160408.2
ENSG00000168264	ENSG00000168264.10	234604269	234609525	1	IRF2BP2
ENSG00000197140	ENSG00000197140.15	39106990	39284917	8	ADAM32
ENSG00000249618	ENSG00000249618.6	129771596	129975329	4	LINC02465
ENSG00000065000	ENSG00000065000.18	2100988	2164468	19	AP3D1
ENSG00000237049	ENSG00000237049.1	168210616	168210969	1	RPL34P1
ENSG00000248327	ENSG00000248327.1	165547532	165551060	4	NOL8P1
ENSG00000237131	ENSG00000237131.1	168215405	168215652	1	AL021397.1
ENSG00000224939	ENSG00000224939.1	234629311	234634780	1	LINC00184
ENSG00000249500	ENSG00000249500.1	165684639	165762778	4	LINC01179
ENSG00000250725	ENSG00000250725.2	165664350	165665671	4	AC080079.1
ENSG00000287424	ENSG00000287424.1	165647636	165757667	4	AC080079.2
ENSG00000166822	ENSG00000166822.13	75443054	75465497	16	TMEM170A
ENSG00000180210	ENSG00000180210.14	46719180	46739506	11	F2
ENSG00000230628	ENSG00000230628.1	234669523	234696153	1	AL160408.3
ENSG00000279206	ENSG00000279206.1	72772673	72773272	16	AC004943.3
ENSG00000272362	ENSG00000272362.1	234644666	234647571	1	AL160408.5
ENSG00000238120	ENSG00000238120.1	45604432	45605621	22	LINC01589
ENSG00000279120	ENSG00000279120.1	73293866	73294296	16	AC009033.1
ENSG00000241475	ENSG00000241475.1	234660271	234667104	1	AL160408.4
ENSG00000280092	ENSG00000280092.1	73005601	73006141	16	AC002044.3
ENSG00000228044	ENSG00000228044.3	234646289	234683176	1	AL160408.1
ENSG00000260880	ENSG00000260880.5	73092349	73099337	16	HCCAT5
ENSG00000135148	ENSG00000135148.12	112125538	112153604	12	TRAFD1
ENSG00000110422	ENSG00000110422.12	33256672	33357023	11	HIPK3
ENSG00000282097	ENSG00000282097.1	234709383	234720220	1	AL160408.6
ENSG00000197734	ENSG00000197734.9	77760830	77769742	14	C14orf178
ENSG00000260848	ENSG00000260848.2	73543927	73569309	16	AC092114.1
ENSG00000235200	ENSG00000235200.3	67522299	67532612	1	LINC01702
ENSG00000227630	ENSG00000227630.4	234724042	234736720	1	LINC01132
ENSG00000258779	ENSG00000258779.8	73386771	73504954	16	LINC01568
ENSG00000153774	ENSG00000153774.9	75293698	75433503	16	CFDP1
ENSG00000279261	ENSG00000279261.2	234757619	234760056	1	AL360294.1
ENSG00000238139	ENSG00000238139.2	67561073	67561446	1	AL590559.1
ENSG00000286263	ENSG00000286263.1	234811052	234932653	1	AL391832.4
ENSG00000232048	ENSG00000232048.2	67660155	67661013	1	HNRNPCP9
ENSG00000279228	ENSG00000279228.2	29466069	29467578	16	AC133555.5
ENSG00000237520	ENSG00000237520.1	234957231	234959989	1	AL391832.1
ENSG00000258150	ENSG00000258150.6	29464967	29467833	16	AC133555.3
ENSG00000238005	ENSG00000238005.4	234957342	234970062	1	AL391832.2
ENSG00000130638	ENSG00000130638.17	45671798	45845307	22	ATXN10
ENSG00000234125	ENSG00000234125.5	129903010	129904163	4	EEF1GP8
ENSG00000164327	ENSG00000164327.13	38937920	39074399	5	RICTOR
ENSG00000116717	ENSG00000116717.13	67685201	67688334	1	GADD45A
ENSG00000225911	ENSG00000225911.1	220048822	220049272	2	AC009310.1
ENSG00000254634	ENSG00000254634.4	29425800	29447026	16	SMG1P6
ENSG00000165637	ENSG00000165637.13	75210154	75231448	10	VDAC2
ENSG00000284675	ENSG00000284675.1	73123296	73137580	16	AC116667.2
ENSG00000259768	ENSG00000259768.6	72665123	72822781	16	AC004943.2
ENSG00000261740	ENSG00000261740.6	29443230	29454651	16	BOLA2-SMG1P6
ENSG00000090013	ENSG00000090013.11	40447765	40465764	19	BLVRB
ENSG00000237017	ENSG00000237017.1	54119511	54125343	19	AC245052.4
ENSG00000274220	ENSG00000274220.1	75433836	75436392	16	AC009163.7
ENSG00000105619	ENSG00000105619.13	54107013	54115675	19	TFPT
ENSG00000261783	ENSG00000261783.1	75379818	75381260	16	AC009054.2
ENSG00000259817	ENSG00000259817.3	73812560	73816054	16	AC087565.1
ENSG00000258082	ENSG00000258082.1	234979647	234980804	1	AL391832.3
ENSG00000259999	ENSG00000259999.1	75321890	75325048	16	AC009054.1
ENSG00000261764	ENSG00000261764.1	72728616	72729894	16	KRT18P18
ENSG00000261476	ENSG00000261476.1	75458252	75460017	16	AC009163.4
ENSG00000280587	ENSG00000280587.1	235065479	235074220	1	LINC01348
ENSG00000260280	ENSG00000260280.5	29455105	29464963	16	SLX1B-SULT1A4
ENSG00000261717	ENSG00000261717.5	75412684	75464706	16	AC009163.5
ENSG00000233018	ENSG00000233018.1	235097187	235097412	1	AL732292.1
ENSG00000279757	ENSG00000279757.1	72973374	72973832	16	AC132068.1
ENSG00000273416	ENSG00000273416.1	235104180	235104609	1	AL732292.2
ENSG00000223739	ENSG00000223739.1	65511771	65512076	2	AC007389.2
ENSG00000140836	ENSG00000140836.17	72782885	73891871	16	ZFHX3
ENSG00000257752	ENSG00000257752.1	88057876	88058578	12	AC091516.1
ENSG00000204929	ENSG00000204929.13	65436711	66200373	2	AC007389.1
ENSG00000173726	ENSG00000173726.11	235109341	235128837	1	TOMM20
ENSG00000116001	ENSG00000116001.16	70209444	70248660	2	TIA1
ENSG00000260335	ENSG00000260335.1	29449191	29449625	16	AC133555.4
ENSG00000133641	ENSG00000133641.18	88033846	88050160	12	C12orf29
ENSG00000167280	ENSG00000167280.16	79074939	79088599	17	ENGASE
ENSG00000236451	ENSG00000236451.3	220450679	220741493	2	AC067956.1
ENSG00000116213	ENSG00000116213.16	3630767	3652761	1	WRAP73
ENSG00000169507	ENSG00000169507.9	164896186	164955525	2	SLC38A11
ENSG00000235337	ENSG00000235337.1	220127546	220212491	2	AC093083.1
ENSG00000234255	ENSG00000234255.9	65439838	65456571	2	AC012370.2
ENSG00000239498	ENSG00000239498.1	220105656	220450778	2	AC019211.1
ENSG00000233547	ENSG00000233547.1	112950646	112951875	10	AL158212.2
ENSG00000227560	ENSG00000227560.1	112987476	112987865	10	RPS15AP30
ENSG00000280383	ENSG00000280383.1	45657019	45680130	22	Z95331.1
ENSG00000263241	ENSG00000263241.1	10718633	10719762	16	MTCYBP33
ENSG00000235347	ENSG00000235347.1	45792418	45793636	22	Z84478.1
ENSG00000262107	ENSG00000262107.1	10719833	10720015	16	MTND6P33
ENSG00000112078	ENSG00000112078.14	36442767	36491143	6	KCTD20
ENSG00000261904	ENSG00000261904.1	10720015	10721464	16	MTND5P33
ENSG00000224819	ENSG00000224819.2	220776818	220855873	2	AC093843.1
ENSG00000148343	ENSG00000148343.18	129036621	129072082	9	MIGA2
ENSG00000286272	ENSG00000286272.1	220811618	220853456	2	AC093843.2
ENSG00000235725	ENSG00000235725.1	65589566	65640177	2	AC007389.3
ENSG00000262259	ENSG00000262259.1	10723065	10723355	16	MTND4LP24
ENSG00000214262	ENSG00000214262.4	168245565	168247343	1	ANKRD36BP1
ENSG00000281920	ENSG00000281920.1	65623272	65628424	2	AC007389.5
ENSG00000262322	ENSG00000262322.1	10721698	10723068	16	MTND4P34
ENSG00000280257	ENSG00000280257.1	65790039	65793533	2	AC007741.1
ENSG00000237979	ENSG00000237979.1	65500993	65502138	2	AC007389.4
ENSG00000213064	ENSG00000213064.10	168225938	168253021	1	SFT2D2
ENSG00000214533	ENSG00000214533.3	65666695	65667737	2	KRT18P33
ENSG00000206573	ENSG00000206573.9	9349689	9398579	3	THUMPD3-AS1
ENSG00000181350	ENSG00000181350.12	16441577	16492193	17	LRRC75A
ENSG00000148384	ENSG00000148384.13	136428619	136439845	9	INPP5E
ENSG00000262881	ENSG00000262881.1	45907670	45910779	17	CR936218.2
ENSG00000183317	ENSG00000183317.17	37713880	37765133	1	EPHA10
ENSG00000183011	ENSG00000183011.13	7856685	7885238	17	NAA38
ENSG00000186868	ENSG00000186868.15	45894382	46028334	17	MAPT
ENSG00000266651	ENSG00000266651.1	16440479	16440952	17	AC093484.4
ENSG00000175061	ENSG00000175061.18	16438767	16478678	17	SNHG29
ENSG00000279591	ENSG00000279591.1	73015047	73016016	16	AC002044.2
ENSG00000283457	ENSG00000283457.2	73794057	73809733	16	AC087565.2
ENSG00000162595	ENSG00000162595.7	68045886	68051631	1	DIRAS3
ENSG00000259209	ENSG00000259209.3	72805998	72809872	16	AC004943.1
ENSG00000245688	ENSG00000245688.1	178438681	178443094	5	AC008659.1
ENSG00000143178	ENSG00000143178.13	168280877	168314426	1	TBX19
ENSG00000147050	ENSG00000147050.14	44873177	45112602	X	KDM6A
ENSG00000272330	ENSG00000272330.1	73014319	73014476	16	AC002044.1
ENSG00000142327	ENSG00000142327.13	240565804	240581372	2	RNPEPL1
ENSG00000253698	ENSG00000253698.1	178350867	178352250	5	AC136601.1
ENSG00000228431	ENSG00000228431.1	68049360	68049745	1	ARL5AP3
ENSG00000271009	ENSG00000271009.3	73060245	73062316	16	AC116667.1
ENSG00000172380	ENSG00000172380.6	67701475	67833467	1	GNG12
ENSG00000050767	ENSG00000050767.17	178237618	178590393	5	COL23A1
ENSG00000241360	ENSG00000241360.2	37658723	37666932	22	PDXP
ENSG00000269961	ENSG00000269961.1	65924629	65925135	5	AC010359.2
ENSG00000182224	ENSG00000182224.12	7857746	7862282	17	CYB5D1
ENSG00000261227	ENSG00000261227.2	73232055	73233970	16	AC140912.1
ENSG00000254485	ENSG00000254485.5	9292588	9363303	3	AC026191.1
ENSG00000279853	ENSG00000279853.1	44367140	44369292	7	AC004453.2
ENSG00000235055	ENSG00000235055.3	68043330	68044233	1	AL157407.1
ENSG00000279233	ENSG00000279233.1	125138245	125141711	12	AC122688.3
ENSG00000234383	ENSG00000234383.1	68161761	68163090	1	CTBP2P8
ENSG00000165805	ENSG00000165805.10	87980035	88034037	12	C12orf50
ENSG00000206384	ENSG00000206384.10	130560334	130678155	3	COL6A6
ENSG00000232284	ENSG00000232284.7	67832303	68202987	1	GNG12-AS1
ENSG00000224808	ENSG00000224808.1	9014123	9015979	3	SRGAP3-AS1
ENSG00000157827	ENSG00000157827.20	152335174	152649826	2	FMNL2
ENSG00000235830	ENSG00000235830.2	9249742	9257507	3	SRGAP3-AS4
ENSG00000100092	ENSG00000100092.23	37634654	37656119	22	SH3BP1
ENSG00000287623	ENSG00000287623.1	9100803	9104078	3	AC037193.1
ENSG00000280046	ENSG00000280046.1	7858943	7866083	17	AC104581.4
ENSG00000134077	ENSG00000134077.16	9362971	9386791	3	THUMPD3
ENSG00000139579	ENSG00000139579.13	56222015	56229854	12	NABP2
ENSG00000227722	ENSG00000227722.2	168317497	168376876	1	AL022100.1
ENSG00000069869	ENSG00000069869.16	55826922	55993746	15	NEDD4
ENSG00000082438	ENSG00000082438.17	164653624	164843679	2	COBLL1
ENSG00000242052	ENSG00000242052.1	119635526	119636150	3	RPL10P7
ENSG00000271681	ENSG00000271681.1	178344843	178345316	5	AC136601.2
ENSG00000215833	ENSG00000215833.3	168449672	168451211	1	QRSL1P1
ENSG00000116729	ENSG00000116729.14	68098473	68233120	1	WLS
ENSG00000231274	ENSG00000231274.5	55540656	55545543	19	SBK3
ENSG00000283255	ENSG00000283255.1	168401483	168407274	1	AL022100.2
ENSG00000260555	ENSG00000260555.1	150000752	150005124	7	AC092681.2
ENSG00000235131	ENSG00000235131.1	3712200	3714298	1	AL136528.2
ENSG00000228697	ENSG00000228697.4	168400829	168495685	1	AL023755.1
ENSG00000227589	ENSG00000227589.1	3658938	3668772	1	AL136528.1
ENSG00000198933	ENSG00000198933.9	47694081	47712050	17	TBKBP1
